,permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude,neighborhood
1499,PAA160385,ARLINGTON HEIGHTS BUILDING 29 - CORDELL PLACE,,PITTSBURGH,15210.0,350,14980,360,PIPE INSULATION AND WATERPROOFING IN BASEMENT,390,f,2016-08-25,2017-08-25,2,f,f,2017-08-25,RENOVATION,40.4165098705609,-80.0115480369298,Mount Washington
1500,PAA160386,ARLINGTON HEIGHTS BUILDING 27 - CORDELL PLACE,,PITTSBURGH,15210.0,650,14980,360,PIPE INSULATION AND WATERPROOFING IN BASEMENT,1076,f,2016-08-25,2017-08-25,2,f,f,2017-08-25,RENOVATION,40.4165098705609,-80.0115480369298,Mount Washington
1501,PAA160387,CAREER CONNECTIONS - CHARTER SCHOOL,4412  BUTLER ST,PITTSBURGH,15201.0,650,45763,308,"PIPE INSULATION/FLUE PIPE IN BASEMENT,VAPOR BARRIER ON 2ND/3RD FLOORS AND FLOOR TILE/MASTIC ON 1ST/2ND FLOORS",1875,t,2016-08-19,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4715682790505,-79.9597163840186,Central Lawrenceville
1506,PAA160393,UNIVERSITY OF PITTSBURGH - LEARNING RESEARCH AND DEVEVELOPMENT CENTER,3939  OHARA ST,PITTSBURGH,15213.0,350,42138,301,"FIREPROOFING ON 3RD,5TH,6TH,7TH AND 8TH FLOORS",464,t,2016-09-01,2017-08-31,2,t,f,2017-08-31,RENOVATION,40.4443221568066,-79.9587447440117,North Oakland
1507,PAA160394,FIRST NATIONAL BANK,100  FEDERAL ST,PITTSBURGH,15212.0,650,45777,308,"SUSPENDED CEILING TILE IN LOBBY LEVEL 1ST FLOOR,FLOOR TILE/MASTIC IN STAIR WELLS AND STRUCTURAL FIREPROOFING ON 1ST AND 2ND FLOORS",126000,t,2016-08-30,2017-08-29,2,f,f,2016-12-31,RENOVATION,40.4477993564896,-80.0037669983711,North Shore
1509,PAA160396,418 FRIDAY STREET,,PITTSBURGH,15220.0,650,15794,412,"FLOOR TILE ON 2ND/3RD FLOORS AND FLOOR MASTIC IN BASEMENT,2ND FLOOR SECRETARY OFFICE,3RD FLOOR ENTRY",12900,f,2016-09-06,2016-12-30,2,t,f,2016-12-30,DEMOLITION,40.4425718077447,-80.0522248187462,Crafton Heights
1511,PAA160398,UNIVERSITY OF PITTSBURGH - MEDICAL ARTS BUILDING,3708  5TH AVE,PITTSBURGH,15213.0,350,007985,367,ROOFING,400,t,2016-09-01,2016-10-08,2,t,f,2016-10-08,RENOVATION,40.4417946094332,-79.9578961352882,Central Oakland
1512,PAA160399,UNIVERISITY OF PITTSBURGH IROQUOIS BUILDING,3600  FORBES AVE,PITTSBURGH,15213.0,650,007957,367,ROOFING,2600,t,2016-09-05,2016-12-28,2,t,f,2016-10-28,RENOVATION,40.4402724391202,-79.9574438099624,Central Oakland
1515,UND160008,Allegheny Center (Former Wendy's),10 ALLEGHENY CENTER MALL,PITTSBURGH,15212.0,0,,434,,10,f,2016-08-15,,0,f,f,,RENOVATION,40.4519174333266,-80.0070278325912,Allegheny Center
1516,UND170001,Buildin #161 - NIOSH campus,,PITTSBURGH,15213.0,0,,331,,20,t,2016-08-15,,0,f,f,,DEMOLITION,40.438222758373,-79.9722482342226,West Oakland
1518,PAA160392,VA HOSPITAL - UNIVERSITY DRIVE C,,PITTSBURGH,15213.0,350,109499,303,O&M PLAN,0,t,2016-08-25,2016-12-31,2,f,f,2016-12-31,RENOVATION,40.438222758373,-79.9722482342226,West Oakland
1520,PAA160401,NORTHVIEW HEIGHTS,600  MT PLEASANT RD,PITTSBURGH,15214.0,650,109510,303,FLOOR TILE/MASTIC THROUGHOUT BUILDING,940,f,2016-09-02,2016-11-02,2,t,f,2016-11-02,RENOVATION,40.4768008945595,-79.9994473921099,Northview Heights
1521,PAA160403,NORTHVIEW HEIGHTS - 1309 MOUNT PLEASANT ROAD,,PITTSBURGH,15214.0,650,109510,303,FLOOR TILE/MATIC THROUGHOUT BUILDING,1400,f,2016-09-02,2016-11-02,2,t,f,2016-11-02,RENOVATION,40.4925711637319,-80.0221214110334,Perry North
1522,PAA160404,,413  WOOD ST,PITTSBURGH,15222.0,650,16031,310,"PIPE INSULATION/FITTING THROUGHOUT BUILDING,FLOOR TILE/MASTIC IN 1ST/2ND FLOOR RESTROOMS,FLOOR TILE IN 4TH FLOOR BATH,WINDOW CAULKING AND ROOFING",2434,t,2016-09-06,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4398414215898,-80.0012001710618,Central Business District
1525,PAA160407,NOVA PLACE BUILDING 1,100 S COMMONS ST,PITTSBURGH,15212.0,650,15829,412,FIREPROOFING ON 4TH FLOOR,9500,t,2016-09-06,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4510114242591,-80.0051923989784,Allegheny Center
1526,PAA160402,1623 P3RRYSVILLE AVE.,,PITTSBURGH,15221.0,650,109510,303,ROOFING,1000,f,2016-09-02,2016-11-02,2,t,f,2016-11-02,DEMOLITION,40.4400002359382,-79.8982098517345,Point Breeze
1528,PAA160409,NORTHVIEW HEIGHTS - 806 MT. PLEASANT ROAD,,PITTSBURGH,15210.0,650,14981,360,FLOOR TILE/MASTIC AND MASTIC ON WOOD IN LIVING ROOM,2300,f,2016-09-08,2017-09-08,2,t,f,2017-09-08,RENOVATION,40.4165098705609,-80.0115480369298,Mount Washington
1529,PAA160410,PENN ROSE APARTMENT BUILDING,1627  PENN AVE,PITTSBURGH,15222.0,650,109510,303,"FLOOR TILE/MASTIC,COVE BASE THROUGHOUT AND PIPE FITTINGS ON 1ST FLOOR",5106,f,2016-09-02,2017-09-02,2,t,f,2017-09-02,RENOVATION,40.4494652300271,-79.9869224929111,Strip District
1530,PAA160411,1530-1532-1534 LYTLE STREET,,PITTSBURGH,15207.0,650,7550,331,ASSUMED ASBESTOS CAUSED BY FIRE,0,f,2016-08-29,2016-09-05,2,t,f,2016-09-05,DEMOLITION,40.425361670186,-79.9517565756491,Greenfield
1531,PAA160412,ACHD  CLACK CENTER BUILDING 5,3901 PENN AVE,PITTSBURGH,15224.0,650,3821,320,FLOOR TILE/MASTIC ON 1ST FLOOR,1300,t,2016-09-08,2017-08-11,2,t,f,2017-08-11,RENOVATION,40.465556298995,-79.9602944506386,Lower Lawrenceville
1532,PAA160413,UNION TRUST BUILDING,501  GRANT ST,PITTSBURGH,15219.0,650,4777,317,FLOOR TILE ON ROOM 1170 AND FLOOR TILE/MASTIC IN ROOM 1070,5300,t,2016-08-09,2016-12-15,2,f,f,2016-09-15,RENOVATION,40.4399495171312,-79.9970354982139,Central Business District
1534,PAA160414,ONE PNC PLAZA,225  5TH AVE,PITTSBURGH,15222.0,150,4151,364,FLOOR TILE ON 18TH FLOOR,450,t,2016-09-07,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4411950201614,-80.0011049865767,Central Business District
1536,PAA160417,,417 WOOD ST,PITTSBURGH,15222.0,350,16037,310,"PIPE INSULATION IN BASEMENT/2ND/3RD FLOORS,PIPE FITTINGS IN BASEMENT AND FLOOR TILE ON STAIRWELL LANDINGS",706,t,2016-09-13,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4399078575173,-80.0011486583173,Central Business District
1537,PAA160418,,131  TRENT ST,PITTSBURGH,15219.0,650,15053,360,DUCT TAPE IN BASEMENT AND ROOFING,1692,t,2016-09-19,2017-09-19,2,t,f,2017-09-19,RENOVATION,40.4464261613294,-79.9797604571684,Middle Hill
1542,PAA160423,NEW DOLLAR BANK,6017  PENN AVE,PITTSBURGH,15206.0,350,15919,412,MASTIC IN FRONT ENTRANCE,400,t,2016-09-19,2016-09-26,2,t,f,2016-09-26,RENOVATION,40.4614930121723,-79.9239577794776,East Liberty
1546,PAA160429,LINWOOD APARTMENTS,6801  MCPHERSON BLVD,PITTSBURGH,15208.0,350,3713,311,PIPE INSULATION IN BASEMENT,450,f,2016-09-23,2016-10-07,2,t,f,2016-10-07,RENOVATION,40.455050253261,-79.9079080891538,Point Breeze North
1550,PAA160432,UPMC MERCY HEALTH CENTER - 1515 LOCUST STREET,,PITTSBURGH,15222.0,350,4785,317,FLOOR TILE/MASTIC ON 1ST FLOOR,575,t,2016-09-27,2016-10-31,2,t,f,2016-10-31,RENOVATION,40.4411838658094,-80.0098168150497,Central Business District
1551,PAA160433,BRM RECORDS AND MANAGEMENT,1103  WESTERN AVE,PITTSBURGH,15233.0,350,15950,412,BOILER INSULATION IN BASEMENT BOILER ROOM AND PIPE INSULATION IN BASEMENT BOILER ROOM/STORAGE ROOM,440,t,2016-10-03,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4509862350271,-80.0203499634292,Chateau
1552,PAA160434,UPMC MUH - 3459 5TH AVE.,,PITTSBURGH,15232.0,150,4164,364,FLOOR TILE/MASTIC AND PIPE INSULATION ON 7TH FLOOR TRANSPLANT WING,330,t,2016-09-19,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4551264334198,-79.9424815327283,Shadyside
1553,PAA160430,APARTMENT BUILDING - 4632 CENTRE AVE.,,PITTSBURGH,15232.0,650,15876,412,DUST FROM DEMO IN 2ND FLOOR APARTMENT,2000,f,2016-09-19,2016-09-30,2,t,f,2016-09-30,RENOVATION,40.4551264334198,-79.9424815327283,Shadyside
1554,PAA160436,CAREER CONNECTIONS,4412  BUTLER ST,PITTSBURGH,15201.0,150,45830,308,FLOOR TILE/MASTIC IN 3RD FLOOR CLASS ROOM AND 1ST FLOOR FIELD OFFICE,1054,t,2016-09-20,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4715682790505,-79.9597163840186,Central Lawrenceville
1557,PAA160439,WOMEN'S CENTER AND SHELTER OF GREATER PITTSBURGH,4760 CENTRE AVE,PITTSBURGH,15213.0,650,42155,301,"CEILING PLASTER IN ELECTRICAL ROOM AND 1ST FLOOR RECEIVING AREA,BOILER PACKING IN BOILER VAULT AND BOILER GASKET",1854,t,2016-09-21,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4529570687013,-79.9473045206239,Shadyside
1558,PAA160440,VAMC PITTSBURGH - UNIVERSITY DRIVE,,PITTSBURGH,15218.0,650,42175,301,"FLOOR TILE/MASTIC,SINK COATINGS,TRANSITE,PIPE INSULATION,WALL MASTIC AND FIRE DOORS ON 2ND FLOOR",2395,t,2016-10-03,2017-10-03,2,t,f,2017-10-03,RENOVATION,40.4243410616836,-79.9049316371889,Swisshelm Park
1559,PAA160441,VAMC PITTSBURGH - UNIVERSITY DRIVE,,PITTSBURGH,15218.0,650,42128,301,"PIPE INSULATION,SOIL IN BASEMENT CRAWLSPACE 1,2,3 AND WALL MASTIC IN PERIMETER CRAWLSPACE WALLS",37400,t,2016-09-26,2017-09-26,2,t,f,2017-09-26,RENOVATION,40.4243410616836,-79.9049316371889,Swisshelm Park
1562,PAA160444,ALLEGHENY GENERAL HOSPITAL,320 E NORTH AVE,PITTSBURGH,15212.0,650,007963,367,ROOF FLASHING,1500,t,2016-10-05,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.457069446526,-80.0036975361617,Central Northside
1563,PAA160445,,2811  FREDERICK ST,PITTSBURGH,15212.0,650,7393,331,COLLAPSED STUCTURE,0,f,2016-09-23,2016-09-30,2,t,f,2016-09-30,DEMOLITION,40.4702968844221,-80.0299420834349,Marshall-Shadeland
1564,PAA160446,CMU - HAMERSCHLAG,5000 FORBES AVE,PITTSBURGH,15213.0,150,10733,345,"FLOOR TILE/MASTIC IN ROOMS B108,B111,B115,B117 HALLWAY,CATWALK AND FUME IN B117",1836,t,2016-09-29,2017-05-09,2,t,f,2017-05-09,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
1565,PAA160448,ONE PNC PLAZA,249 5TH AVE,PITTSBURGH,15222.0,650,4792,317,FLOOR TILE/MASTIC  IN BASEMENT HALLWAY,2335,t,2016-10-07,2016-10-23,2,t,f,2016-10-23,RENOVATION,40.4412085391936,-80.0005561215261,Central Business District
1567,PAA160450,,100 S COMMONS ST,PITTSBURGH,15212.0,150,15981,412,"FIREPROOFING ON 4TH AND 5TH FLOORS EXTERIOR COLUMNS, FIREPROOFING ON 4TH FLOOR BENEATH EXISTING DUCT",2700,t,2016-09-26,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4510114242591,-80.0051923989784,Allegheny Center
1568,PAA160451,WEST PENN HOSPITAL,4815  LIBERTY AVE,PITTSBURGH,15224.0,350,45841,308,FLOOR TILE/MASTIC AND LAB TOPS IN SUITE 253 MELLON PAVILION,943,t,2016-10-10,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4605739459426,-79.9464709898164,Bloomfield
1572,PAA160447,THE PARK MANSIONS,5023  FREW ST,PITTSBURGH,15213.0,150,200024,450,"PIPE INSULATION IN BASEMENT/MAINTENANCE ROOM,STAIRWELL AND BOILER ROOM",240,t,2016-09-28,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4405493848721,-79.9409871400298,Squirrel Hill North
1573,PAA160456,CITY COUNTY BUILDING,414 GRANT ST,PITTSBURGH,15219.0,650,3851,320,ROOFING,1500,t,2016-10-10,2016-11-10,2,t,f,2016-11-10,RENOVATION,40.4381146583578,-79.9968595061029,Central Business District
1576,PAA160459,WEST PENN HOSPITAL - MELLON PAVILLION,4815  LIBERTY AVE,PITTSBURGH,15224.0,650,4014,316,VAT/MASTIC GROUND FLOOR AND CORRIDORS,3000,t,2016-10-07,2017-09-30,2,t,f,2017-09-30,RENOVATION,40.4605739459426,-79.9464709898164,Bloomfield
1579,PAA160462,GULF TOWER,707  GRANT ST,PITTSBURGH,15219.0,650,16169,310,PIPE INSULATION/FITTINGS ON 37YH FLOOR,1020,t,2016-10-11,2016-12-31,2,t,f,2016-12-31,DEMOLITION,40.4425865935344,-79.9952311155013,Central Business District
1580,PAA160454,ARSENAL INDUSTRIAL  - 39TH AND BUTLER STREETS,,PITTSBURGH,15201.0,650,5281,366,"ROOFING,FLOOR TILE/MASTIC,WINDOW GLAZE,DRYWALL JOINT COMPOUND",4876,t,2016-09-30,2016-10-29,2,t,f,2016-10-29,DEMOLITION,40.4597060895784,-79.9756029496038,Strip District
1581,PAA160463,MEDIC #14 BUILDING           334 BLVD. OF THE ALLIES,,PITTSBURGH,15222.0,350,109566,303,ROOFING AND FLASHING,655,t,2016-10-14,2016-11-30,2,t,f,2016-11-30,RENOVATION,40.4411838658094,-80.0098168150497,Central Business District
1582,PAA160464,PENN ROSE APARTMENTS,1627  PENN AVE,PITTSBURGH,15222.0,150,109565,303,"BOILER COMPONENTS IN BASEMENT, FLOOR TILE/MASTIC ON 2ND, 3RD AND 9TH FLOORS, FIRE DOORS THROUGHOUT",4000,t,2016-10-04,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4494652300271,-79.9869224929111,Strip District
1584,PAA160466,PLANTSCAPE INC.,3101  LIBERTY AVE,PITTSBURGH,15201.0,650,16191,310,ROOFING,7765,t,2016-10-20,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4596843890453,-79.9704526321926,Strip District
1585,PAA160467,K & L GATES,210 6TH AVE,PITTSBURGH,15222.0,650,4178,364,FIREPROOFING ON THE 3OTH FLOOR,800,t,2016-10-19,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4420061338605,-80.0000298225206,Central Business District
1586,PAA160468,CMU - ELECTRIC GARAGE,4621  FORBES AVE,PITTSBURGH,15213.0,650,10751,345,DRY JOINT COMPOUND AND DOOR/WINDOW CAULKING,3920,f,2016-10-20,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4445000139875,-79.9480557397918,North Oakland
1587,PAA160469,CAREER CONNECTIONS,4412  BUTLER ST,PITTSBURGH,15201.0,150,45860,308,FLOOR TILE ON 3RD FLOOR ANNEX CLASSROOMS/STAIR LANDING AND 2ND FLOOR ANNEX STAIR LANDING/HALLWAY,1850,t,2016-10-10,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4715682790505,-79.9597163840186,Central Lawrenceville
1590,PAA160473,NOVA PLACE - BUILDING 2,100 S COMMONS ST,PITTSBURGH,15212.0,150,16093,412,FIREPROOFING IN 4TH AND 5TH FLOORS FIREBREAK WALLS,1500,f,2016-10-17,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4510114242591,-80.0051923989784,Allegheny Center
1592,PAA160475,ALCOA BUILDING PITTSBURGH APARTMENTS - 611 WILLIAM PENN,,PITTSBURGH,15219.0,650,669,444,FLOOR TILE/MASTIC AND PIPE INSULATION ON 5TH FLOOR,4100,t,2016-10-20,2017-10-20,2,t,f,2017-10-20,RENOVATION,40.4430363968235,-80.0248548904607,South Shore
1593,PAA160474,"PANAMA JACK/SUDZ - 3407 ,3417 FORBES AVE.",,PITTSBURGH,15213.0,650,4027,316,"MASTIC IN KITCHEN/LAUNDRY,VAT IN COOLER AND ROOF FLASHING",6688,f,2016-10-26,2017-10-26,2,t,f,2017-10-26,DEMOLITION,40.438222758373,-79.9722482342226,West Oakland
1595,PAA160477,,642 FT DUQUESNE BLVD,PITTSBURGH,15222.0,650,4793,317,"PIPE INSULATION THROUGHOUT,FLOOR TILE/MASTIC ON 5TH,6TH,7TH,8TH FLOORS,GLUE DOTS ON 5TH,8TH FLOORS,TANK INSULATION ON 5TH FLOOR, TRANSITE PIPE ON 5TH FLOOR AND ROOFING",34183,f,2016-10-14,2017-09-30,2,f,f,2017-04-15,RENOVATION,40.444115061903,-80.0014637520453,Central Business District
1596,PAA160478,,856  MT PLEASANT RD,PITTSBURGH,15214.0,350,109615,303,FLOOR TILE/MASTIC ON 1ST AND 2ND FLOORS,942,f,2016-10-26,2016-11-26,2,t,f,2016-11-26,RENOVATION,40.474728990725,-79.9997371133094,Northview Heights
1597,PAA160479,,372  PENFORT ST,PITTSBURGH,15214.0,350,109615,303,FLOOR TILE/MASTIC ON 1ST AND 2ND FLOORS,942,f,2016-10-26,2016-11-26,2,t,f,2016-11-26,RENOVATION,40.4763286955513,-79.9996826172822,Northview Heights
1601,PAA160483,UNIVERSITY OF PITTSBURGH - PITTSBURGH ATHLETIC ASSOC,4215  5TH AVE,PITTSBURGH,15213.0,150,4276,326,"CAULKING/GLAZING/FIRE DOORS ON TWO BUILDINGS IN PARKING LOT,CAULKING ON OUTSIDE VESTIBULE,PIPE FITTINGS ON GROUNG FLOOR/BOILER ROOM AND PLASTER IN BOILER ROOM",186,t,2016-11-01,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4449467946505,-79.9545910766386,North Oakland
1606,PAA160488,UPMC MONTEFIORE​ HOSPITAL,3459 5TH AVE,PITTSBURGH,15213.0,150,4192,364,FLOOR TILE/MASTIC IN SUITE 549,350,t,2016-10-24,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4403592216973,-79.9614238732971,West Oakland
1609,PAA160491,WYNDHAM GRAND HOTEL,600  COMMONWEALTH PL,PITTSBURGH,15222.0,350,16134,412,UNIT INSULATION IN 25TH FLOOR MECHANICAL ROOM,800,t,2016-11-07,2016-12-30,2,t,f,2016-11-30,RENOVATION,40.4417408925392,-80.0064088164826,Central Business District
1610,PAA160492,UNIVERSITY OF PITTSBURGH CATHEDRAL OF LEARNING,4200 5TH AVE,PITTSBURGH,15213.0,150,26085,429,THERMAL INSULATION IN ROOMS 3556 AND 3558,106,t,2016-11-07,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4443102647694,-79.9531966404474,North Oakland
1615,PAA160497,,4035  LIBERTY AVE,PITTSBURGH,15224.0,650,6650,340,FLOOR TILE/MASTIC ON 1ST FLOOR,3300,t,2016-11-10,2017-01-31,2,t,f,2017-01-31,RENOVATION,40.4632522862128,-79.9559157397999,Bloomfield
1616,PAA160498,WEST PENN HOSPITAL - MELLON PAVILION,4815  FRIENDSHIP AVE,PITTSBURGH,15224.0,650,45944,308,"FLOOR TILE/MASTIC ON 1ST,3RD FLOORS AND MEZZANINE CORRIDORS",20000,t,2016-11-14,2017-11-10,2,t,f,2016-12-31,RENOVATION,40.4629890266156,-79.9461322716225,Bloomfield
1617,PAA160499,UNION TRUST BUILDING,501  GRANT ST,PITTSBURGH,15219.0,150,4813,317,FLOOR TILE ON 2ND FLOOR,4100,t,2016-11-07,2016-12-15,2,t,f,2016-12-15,RENOVATION,40.4399495171312,-79.9970354982139,Central Business District
1618,PAA160500,UNIVERSITY OF PITTSBURGH CATHEDRAL OF LEARNING,4200 5TH AVE,PITTSBURGH,15213.0,650,26096,429,CEILING PLASTER IN SUIT 355,360,t,2016-11-07,2016-12-31,2,f,f,2016-12-31,RENOVATION,40.4443102647694,-79.9531966404474,North Oakland
1619,PAA160501,CARLOW COLLEGE - FRANCIS WARD HALL,3333  5TH AVE,PITTSBURGH,15213.0,350,4818,317,FLOOR TILE/MASTIC ON 3RD FLOOR FORMER PUBLIC SAFETY,55,t,2016-11-16,2016-11-30,2,t,f,2016-11-30,RENOVATION,40.4392965271551,-79.9634127984317,West Oakland
1620,PAA160502,,141  TRENT ST,PITTSBURGH,15219.0,650,15295,360,"FLOOR TILE IN KITCHEN,LIVING ROOM,DUCT SEAM IN BASEMENT AND ROOFING",1265,f,2016-11-17,2017-11-17,2,t,f,2017-11-17,DEMOLITION,40.4465055697064,-79.9798177479873,Middle Hill
1621,PAA160504,Former Macy's,430  5TH AVE,PITTSBURGH,15219.0,150,5071,430,Removal of plaster ceiling and pipe insulation on 9th floor and 10th floor,21380,f,2016-11-14,2017-03-17,8,t,f,2017-03-17,RENOVATION,40.4467547536353,-79.9476804157173,North Oakland
1622,PAA160503,ADDISON TERRACE,138  TRENT ST,PITTSBURGH,15219.0,650,15295,360,"FLOORING THROUGHOUT 1ST FLOOR,WINDOW GLAZING ON 1ST AND 2ND FLOORS,FLOORING IN BASEMENT STAIR LANDING AND ROOFING",1595,f,2016-11-17,2017-11-17,2,t,f,2017-11-17,DEMOLITION,40.4462679953985,-79.9796209846759,Middle Hill
1627,PAA160512,UNION TRUST BUILDING,501  GRANT ST,PITTSBURGH,15219.0,150,4819,317,FLOOR TILE ON 10TH AND 11TH FLOORS SOUTH EAST QUAD,1940,t,2016-11-21,2017-02-15,2,t,t,2016-12-31,RENOVATION,40.4399495171312,-79.9970354982139,Central Business District
1629,PAA160510,,7216  TIOGA ST,PITTSBURGH,15208.0,350,15295,360,FLOOR TILE ON 1ST FLOOR DINING ROOM AND 2ND FLOOR BEDROOM,600,f,2016-11-17,2017-11-17,2,t,f,2017-11-17,DEMOLITION,40.4539087572832,-79.8972074914519,Homewood South
1630,PAA160511,,7216  SUSQUEHANNA ST,PITTSBURGH,15208.0,350,15295,360,FLOOR TILE IN BASEMENT,300,f,2016-11-17,2017-11-17,2,t,f,2017-11-17,DEMOLITION,40.4532878324667,-79.8976266053619,Homewood South
1631,PAA160514,,3212  BRIGHTON RD,PITTSBURGH,15212.0,650,16297,310,FLOOR TILE/MASTIC ON 1ST FLOOR WAREHOUSE AND OFFICE AND ROOFING,1580,f,2016-11-21,2016-12-31,2,t,f,2016-12-31,DEMOLITION,40.4759184378185,-80.0313133946752,Marshall-Shadeland
1633,PAA160515,,3222  BRIGHTON RD,PITTSBURGH,15212.0,650,16298,310,ROOFING,1415,f,2016-11-21,2016-12-31,2,t,f,2016-12-31,DEMOLITION,40.4760342397639,-80.0314737987027,Marshall-Shadeland
1634,PAA160518,GULF TOWER,707  GRANT ST,PITTSBURGH,15219.0,350,16321,310,O&M PLAN,0,t,2016-11-21,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4425865935344,-79.9952311155013,Central Business District
1635,PAA160519,MAGEE WOMENS HOSPITAL​,300 HALKET ST,PITTSBURGH,15213.0,150,4277,326,FLOOR TILE/MASTIC ON 3RD FLOOR WINGS 3700/3800,2300,t,2016-11-22,2016-12-30,2,t,f,2016-12-30,RENOVATION,40.4370860222289,-79.9615430224765,South Oakland
1636,PAA160520,,868  MT PLEASANT RD,PITTSBURGH,15214.0,350,109683,303,FLOOR TILE/MASTIC THROUGHOUT,907,f,2016-12-05,2017-01-30,2,t,f,2017-01-30,RENOVATION,40.4747160627135,-80.0001052371517,Northview Heights
1637,PAA160521,FIRST NATIONAL BANK,559  GRANT ST,PITTSBURGH,15219.0,650,45985,308,FLOOR TILE/MASTIC IN LOBBY OF BANK,2000,t,2016-11-30,2016-12-31,2,f,f,2016-12-31,RENOVATION,40.4407241268015,-79.9963011995097,Central Business District
1638,PAA160517,BREWHOUSE - 2100 MARY STREET,,PITTSBURGH,15203.0,150,15427,360,ROOF TAR,700,t,2016-11-25,2017-05-09,2,t,f,2017-05-09,RENOVATION,40.4302967261038,-79.995109250721,South Side Flats
1639,PAA160522,WOMEN'S CENTER AND SHELTER OF GREATER PITTSBURGH,4760 CENTRE AVE,PITTSBURGH,15213.0,150,42258,301,CEILING PLASTER IN PARKING GARAGE - NEW VESTIBULE,130,t,2016-11-28,2016-12-31,2,f,f,2016-12-31,RENOVATION,40.4529570687013,-79.9473045206239,Shadyside
1640,PAA160523,DOUBLETREE OF PITTSBURGH,,PITTSBURGH,15219.0,650,16316,310,"FLOOR TILE/MASTIC,PIPE INSULATION,TEXTURED BULKHEAD/CEILING AND MASTIC DOTS IN FORMER FLOWER SHOP AND ATHLETIC CLUB",3044,t,2016-11-29,2016-12-31,2,f,f,2016-12-31,DEMOLITION,40.4430363968235,-80.0248548904607,South Shore
1641,PAA160524,ONE PNC PLAZA,249 5TH AVE,PITTSBURGH,15222.0,650,4824,317,FIREPROOFING ON 16TH AND 17TH FLOORS,17524,t,2016-12-06,2017-07-31,2,t,f,2017-02-20,RENOVATION,40.4412085391936,-80.0005561215261,Central Business District
1642,PAA160525,NOVA PLACE - BUILDING 1,100 S COMMONS ST,PITTSBURGH,15212.0,150,16333,412,FLOOR TILE/MASTIC ON 4TH FLOOR,25500,t,2016-11-23,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4510114242591,-80.0051923989784,Allegheny Center
1662,PAA160545,,41  LAREDA ST,PITTSBURGH,15212.0,650,7657,331,ACM DEBRIS,0,f,2016-11-29,2016-12-07,2,t,f,2016-12-07,DEMOLITION,40.462575607199,-79.9979235011048,Spring Hill-City View
1663,PAA160546,CMU - BAKER HALL,5000 FORBES AVE,PITTSBURGH,15213.0,150,10799,345,FLOOR TILE/MASTIC ROOMS 245D AND 245D,260,t,2016-11-30,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
1664,PAA160548,,5721  ELWOOD ST,PITTSBURGH,15232.0,350,012260,321,PIPE INSULATION IN BASEMENT,400,t,2016-12-12,2017-06-12,2,t,f,2017-06-12,RENOVATION,40.4531683613359,-79.9303620503959,Shadyside
1668,PAA160551,CARLOW UNIVERSITY EARLY LEARNING CENTER,3333  5TH AVE,PITTSBURGH,15213.0,350,46007,308,FLOOR TILE/MASTIC AND CARPET,800,t,2016-12-19,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4392965271551,-79.9634127984317,West Oakland
1669,PAA160552,CAREER CONNECTIONS,4412  BUTLER ST,PITTSBURGH,15201.0,150,46008,308,"FLOOR TILE/MASTIC ON 1ST FLOOR AND WOOD FLOOR PAPER BARRIER ON 2ND,3RD FLOORS",61,t,2016-12-03,2016-12-31,2,t,f,2016-12-31,RENOVATION,40.4715682790505,-79.9597163840186,Central Lawrenceville
